SDS 2.3	Pure Spectra 	1.0
Row 	Reporter	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
H	JOE	0.01710222	0.01904391	0.023685733	0.033128943	0.055761978	0.10259881	0.18890357	0.3159155	0.49934623	0.70247364	0.876942	0.97267133	1.0	0.946414	0.8593073	0.7568266	0.6598083	0.5869482	0.53712946	0.49903956	0.4672783	0.42908892	0.38372964	0.34874812	0.31422657	0.28450027	0.25963542	0.23292837	0.20607625	0.1836318	0.16301711	0.141472
H	NED	0.015521534	0.016365862	0.01728415	0.019690806	0.022917133	0.026285226	0.033532914	0.046487555	0.07542286	0.1318729	0.22808973	0.36745685	0.5505135	0.73407245	0.8884651	0.9788856	1.0	0.98130155	0.9440984	0.8951087	0.84577394	0.7856229	0.71903783	0.6784051	0.6433592	0.6114009	0.58382154	0.54519486	0.4953269	0.44901192	0.40066624	0.35070893
I	TAMRA	0.014232487	0.014739138	0.016737927	0.017599843	0.019502863	0.023352155	0.02917243	0.03853924	0.057279047	0.08811354	0.14166068	0.22659531	0.34631872	0.5025703	0.6668448	0.80603397	0.92224485	0.9806793	1.0	0.96460557	0.8969681	0.8051165	0.705075	0.6342401	0.5796642	0.54528624	0.5218538	0.49859738	0.46862793	0.4323624	0.3928315	0.3435198
I	SYBR	0.033908606	0.07081371	0.16705725	0.3309483	0.5396397	0.7370774	0.8868733	0.968422	1.0	0.9856348	0.9633971	0.91362995	0.8396161	0.7632555	0.6753582	0.5840022	0.5156274	0.45490864	0.41602206	0.38299105	0.35383257	0.32461268	0.29197603	0.268379	0.24580829	0.2279699	0.21183826	0.19549651	0.17860362	0.16251403	0.14738606	0.13048185
I	FAM	0.03678345	0.088264525	0.22134699	0.42711055	0.666367	0.8569441	0.9711067	1.0	0.97362953	0.9071622	0.840839	0.7592344	0.67114705	0.59044456	0.5090564	0.42970562	0.3713908	0.3193389	0.28439918	0.25406563	0.2293093	0.20582263	0.18202099	0.16474144	0.14787851	0.13647473	0.12511033	0.11365731	0.10283093	0.091958635	0.08194586	0.072241485
I	Syto9	0.043425698	0.102355	0.26527613	0.4897685	0.7160248	0.86842954	0.9474939	0.98795515	1.0	0.97295845	0.9169157	0.82820266	0.7172838	0.6129143	0.5169265	0.43775815	0.3785414	0.33184123	0.29900604	0.26984352	0.24631444	0.22203144	0.19639298	0.17752498	0.1595262	0.14704473	0.13539498	0.1258104	0.115141466	0.105339766	0.09546067	0.085545875
I	VIC	0.016150685	0.017510083	0.020662159	0.029216217	0.046725	0.08467748	0.1596684	0.28889325	0.4788542	0.6907325	0.88478774	0.9954042	1.0	0.928712	0.8051832	0.66920775	0.5685194	0.49296463	0.45173982	0.42617223	0.40435553	0.37845135	0.34076187	0.3090002	0.2748254	0.24406758	0.21840867	0.19397141	0.17157054	0.15302421	0.13653591	0.11973543
I	ROX	0.008647792	0.009624162	0.010409498	0.0112918615	0.011601148	0.013047501	0.014111798	0.015163964	0.016543614	0.01773223	0.020045787	0.02276869	0.028372176	0.037371702	0.055440504	0.088467084	0.15028428	0.2517261	0.40115225	0.5823405	0.7660183	0.9095105	0.9747722	1.0	0.9605362	0.89794266	0.82083416	0.73311913	0.65427613	0.58675843	0.5355449	0.48448586
I	TET	0.016754434	0.019139102	0.02616407	0.045721196	0.09484826	0.19482218	0.36391512	0.58566445	0.81214947	0.9559845	1.0	0.9327802	0.7981136	0.65860176	0.5338413	0.43957943	0.38346946	0.34552228	0.32320455	0.29906604	0.2722651	0.23992053	0.20353045	0.17555682	0.15124999	0.13334249	0.11922523	0.10731589	0.09629028	0.08671793	0.078076996	0.06808662
I	JOE	0.017289426	0.019386603	0.0235483	0.0331855	0.056460436	0.10291442	0.18932687	0.32661614	0.5120343	0.7054718	0.8808427	0.9844712	1.0	0.9562878	0.8640552	0.7521136	0.66358966	0.58874834	0.54163134	0.50365174	0.46768564	0.42906547	0.38328058	0.34855694	0.31380263	0.28370982	0.25766653	0.23165794	0.20745069	0.18390034	0.16406289	0.14213847
I	NED	0.015278324	0.016531777	0.017224472	0.01928157	0.022043368	0.025821712	0.03308454	0.047157392	0.07652656	0.13067989	0.22735164	0.36972642	0.54732376	0.73840934	0.88899446	0.9660458	1.0	0.9781576	0.945088	0.8926049	0.83725816	0.7786757	0.711634	0.6729119	0.6334432	0.6045778	0.57531357	0.53747904	0.49272066	0.4447386	0.39956036	0.34790495
J	TAMRA	0.013831569	0.015603283	0.01732001	0.017491069	0.019595742	0.023117786	0.028530665	0.03859888	0.05715298	0.08939813	0.1434995	0.22802542	0.34881952	0.5021306	0.67096865	0.8169455	0.92253643	0.98385906	1.0	0.9595683	0.8963823	0.800829	0.69974977	0.62444896	0.57316405	0.54340535	0.52285963	0.49625036	0.4687766	0.43168983	0.3898102	0.34134474
J	SYBR	0.03519944	0.07340749	0.17387782	0.3442069	0.5486847	0.75134784	0.8898665	0.9663057	1.0	0.9935727	0.96188414	0.9110784	0.83695287	0.7574886	0.6778235	0.59317684	0.51703405	0.46105915	0.42233565	0.38780147	0.36050314	0.329116	0.29658923	0.26942268	0.24698891	0.23074694	0.21525094	0.19804728	0.18206055	0.16525209	0.1492621	0.13257055
J	FAM	0.038356468	0.09276966	0.23247285	0.4472445	0.67896473	0.87657565	0.97591645	1.0	0.9772526	0.91643393	0.8440312	0.7599944	0.67128944	0.5879954	0.5124959	0.43801427	0.37361163	0.3243971	0.28914058	0.258277	0.23527107	0.20862149	0.18485965	0.16595161	0.15019992	0.1389108	0.1276449	0.11524843	0.10452625	0.09355873	0.0829725	0.07250893
J	Syto9	0.04171821	0.10085886	0.2676723	0.49829155	0.7155518	0.88194793	0.9474438	0.9851758	1.0	0.975074	0.9192925	0.8277147	0.71431804	0.6083672	0.52180827	0.4441737	0.3816602	0.33605275	0.30350685	0.27378762	0.25101385	0.2249838	0.19976218	0.17857894	0.16002889	0.14749865	0.13687688	0.12580872	0.115868166	0.10566946	0.09529918	0.08540519
J	VIC	0.016310848	0.018249115	0.02147088	0.029097123	0.04741143	0.08741665	0.16369271	0.29347333	0.48496944	0.7035484	0.89050376	0.99954	1.0	0.9218796	0.80810004	0.6774911	0.57002693	0.4988659	0.4595682	0.4308557	0.4124694	0.38306096	0.34492573	0.30956125	0.27561268	0.24731202	0.22170165	0.19588278	0.17493853	0.15455268	0.13738951	0.12134231
J	ROX	0.008310327	0.009253661	0.009774736	0.010559354	0.011865044	0.012976083	0.014153006	0.014799867	0.0154018	0.017501095	0.019495571	0.022705901	0.02750642	0.036939763	0.05618678	0.09168309	0.15411383	0.25825194	0.41431832	0.59743595	0.7873755	0.9272974	0.9911088	1.0	0.9623536	0.9019591	0.8260912	0.73884624	0.66090286	0.5904164	0.53666425	0.48649988
J	TET	0.0163378	0.019053735	0.02698481	0.046908207	0.09695451	0.20348652	0.37611842	0.5983435	0.82397676	0.96993345	1.0	0.9250741	0.78664047	0.64508563	0.5309884	0.4424575	0.38291526	0.3485116	0.32745403	0.30139512	0.2760624	0.24108742	0.20489095	0.17470331	0.15056106	0.13304685	0.1195291	0.1077901	0.09698546	0.08702236	0.07788951	0.0679433
J	JOE	0.017255036	0.0201139	0.02436996	0.03474087	0.05785709	0.10702947	0.19513847	0.33414352	0.5219259	0.7218818	0.8897728	0.98961043	1.0	0.9517861	0.86835945	0.7632531	0.66658425	0.59643924	0.54984295	0.5084549	0.4758785	0.43478787	0.38890678	0.34969366	0.31552246	0.2876283	0.26188612	0.23534548	0.21070108	0.18677813	0.16503417	0.14428404
J	NED	0.015625807	0.016640665	0.018267471	0.02025477	0.021851279	0.026537819	0.03354792	0.048004366	0.0777261	0.13509747	0.23190598	0.37671885	0.55259544	0.73738164	0.89354575	0.9787728	1.0	0.9817477	0.9476635	0.8935761	0.8430209	0.7782305	0.71298265	0.66761386	0.6323301	0.60617393	0.5793362	0.53767246	0.49579063	0.44594738	0.39852163	0.34914193
K	TAMRA	0.015402543	0.017600864	0.019377392	0.020117318	0.022980493	0.026783766	0.032413617	0.043090668	0.061309915	0.09561087	0.15197724	0.24049985	0.3653573	0.5167484	0.6841532	0.8385753	0.92850286	0.9971333	1.0	0.970328	0.896679	0.797633	0.7087422	0.6357115	0.57207817	0.5381275	0.5186536	0.4969921	0.4706909	0.43696186	0.3974171	0.34981182
K	SYBR	0.040136337	0.08242971	0.18728867	0.3590428	0.5671789	0.7652683	0.8988041	0.9766302	1.0	0.99153113	0.9672655	0.91671914	0.84746486	0.75808597	0.6754541	0.5994916	0.5159115	0.464784	0.42112455	0.3914896	0.3616876	0.32856452	0.30069995	0.2740674	0.24805479	0.22910401	0.21481705	0.19853245	0.18324472	0.16698924	0.15234281	0.13591245
K	FAM	0.043024056	0.10298325	0.24377653	0.455417	0.6888975	0.88037944	0.9739563	1.0	0.96759623	0.90775394	0.8407974	0.7596693	0.67529887	0.5862762	0.5091518	0.44205216	0.37234727	0.32663894	0.2878562	0.2595505	0.23335984	0.2085641	0.18715009	0.16836384	0.15022224	0.13729845	0.12604101	0.11588444	0.10482681	0.09477957	0.08506788	0.074538074
K	Syto9	0.045478974	0.10800206	0.27929366	0.5097985	0.734326	0.8935141	0.9546457	0.9974524	1.0	0.9768751	0.9263319	0.8356962	0.7280444	0.61376435	0.5276125	0.45474562	0.38613376	0.34224263	0.30616933	0.27903637	0.2543538	0.22719504	0.20452574	0.18248786	0.16081202	0.14711048	0.13682982	0.12642454	0.117620185	0.108033314	0.098395035	0.08845096
K	VIC	0.018145207	0.020355012	0.025273293	0.033266515	0.05126854	0.0916155	0.16860102	0.29995382	0.48739585	0.69927394	0.88857657	0.99584484	1.0	0.9100692	0.79270357	0.676182	0.5601502	0.4952121	0.4508468	0.42880288	0.40643883	0.37716028	0.34484425	0.31109816	0.2716153	0.24091302	0.21727471	0.19469206	0.17329864	0.15499687	0.13974339	0.12312532
K	ROX	0.010059649	0.010600299	0.01095957	0.012051344	0.014280236	0.014799957	0.015720814	0.017102102	0.018584535	0.020464612	0.022717908	0.025170041	0.03068471	0.040807147	0.059642814	0.09621542	0.15959398	0.26613066	0.41561267	0.60277295	0.78269553	0.91541386	0.9913913	1.0	0.9401723	0.872915	0.80168813	0.72026575	0.64673686	0.5861383	0.53546685	0.4883637
K	TET	0.019468494	0.023317229	0.029736266	0.051147573	0.103459485	0.21139184	0.38358498	0.6100764	0.82727003	0.96785444	1.0	0.92317957	0.79061145	0.639598	0.52474326	0.44549024	0.38046774	0.3492249	0.32407218	0.3031877	0.274797	0.23918192	0.20655996	0.17611904	0.14954703	0.13168243	0.11850546	0.10693913	0.09726863	0.08761157	0.078709476	0.06895511
K	JOE	0.019566415	0.02193083	0.027078038	0.037250225	0.061533723	0.11151564	0.20091476	0.34000668	0.52451855	0.7205963	0.886959	0.98356885	1.0	0.93687737	0.8507735	0.7582532	0.65254515	0.59010184	0.53669786	0.5036618	0.46827072	0.4257017	0.3863997	0.34845844	0.30906236	0.27967867	0.25571245	0.23020208	0.20764375	0.18614064	0.16528861	0.14529443
K	NED	0.01800801	0.019069377	0.02057707	0.022850923	0.025346175	0.029616226	0.03745695	0.052656926	0.083801925	0.14302033	0.24193084	0.39063048	0.5745941	0.75385183	0.9033001	0.9996837	1.0	0.9910066	0.9438954	0.900471	0.8414845	0.77453434	0.72340274	0.6778556	0.62969357	0.5974661	0.5723378	0.5360196	0.49614465	0.45118088	0.40340546	0.3557707
L	TAMRA	0.014170374	0.015569678	0.016811306	0.018575212	0.020943508	0.024977176	0.030259032	0.04060597	0.06028485	0.09505056	0.15291455	0.24174051	0.36833772	0.5237947	0.691934	0.8356217	0.940175	0.9940973	1.0	0.96708024	0.88745815	0.78905064	0.70179474	0.6239169	0.5792641	0.546732	0.5280648	0.4961174	0.4644426	0.43108281	0.3897904	0.3373823
L	SYBR	0.03815539	0.0848792	0.19688603	0.3726571	0.58590716	0.7734324	0.91408396	0.97393423	1.0	0.9983438	0.96526223	0.9088921	0.8357635	0.75218534	0.6718519	0.5877097	0.5167567	0.459512	0.42167783	0.39223897	0.36079234	0.327859	0.3002049	0.27209744	0.25196052	0.23365112	0.21840073	0.19905445	0.18156783	0.16632816	0.15105638	0.13233116
L	FAM	0.041722324	0.10963979	0.26242107	0.4813389	0.7194709	0.89418983	0.9941738	1.0	0.97055274	0.9161554	0.8410066	0.7562123	0.66789454	0.5826273	0.5071723	0.43399912	0.3723252	0.32391408	0.2878753	0.26178104	0.23515807	0.2077942	0.18768957	0.16766842	0.15322301	0.14074631	0.12918788	0.115945965	0.10354579	0.09420305	0.0836116	0.07354885
L	Syto9	0.045986928	0.11406814	0.29307956	0.5207664	0.74349034	0.88712543	0.9610815	0.98946506	1.0	0.9909871	0.9306552	0.82977563	0.7245033	0.6107056	0.5247514	0.44460014	0.3851432	0.33668602	0.30419523	0.27873525	0.25304043	0.22680593	0.20411797	0.18222776	0.16484796	0.15192053	0.14098914	0.12863463	0.11749762	0.10874363	0.09900369	0.08770449
L	VIC	0.016700532	0.018442798	0.023053136	0.031926602	0.051107697	0.092765786	0.17483334	0.30997908	0.5022302	0.7247376	0.904976	1.0	0.99279016	0.90435845	0.7856464	0.66004163	0.5584797	0.48911586	0.4520416	0.43215302	0.4075164	0.37824214	0.34538904	0.30786818	0.2767733	0.24628086	0.22095561	0.19281851	0.17125058	0.1533894	0.13692042	0.11856945
L	ROX	0.009590016	0.01038676	0.010822233	0.01161898	0.012854426	0.013322152	0.014276961	0.016176896	0.016931714	0.01853166	0.02011548	0.023273442	0.028676497	0.038772944	0.05883037	0.09555821	0.16339152	0.27188802	0.42509276	0.616164	0.7965938	0.92505085	1.0	0.99572605	0.9609691	0.8913068	0.8163415	0.71921885	0.63819236	0.5804007	0.5301668	0.47501695
L	TET	0.016764808	0.019664945	0.027878458	0.05046179	0.10600873	0.21649395	0.39846012	0.6210404	0.8387851	0.9838346	1.0	0.91284055	0.7720515	0.6295369	0.5177249	0.43457645	0.3808311	0.34674454	0.32522935	0.30420718	0.27370548	0.23885515	0.2062476	0.17435218	0.15145233	0.13301682	0.119858176	0.10710731	0.09660838	0.08730238	0.077972025	0.06734529
L	JOE	0.017513966	0.020118391	0.02496442	0.03636254	0.061881967	0.11416688	0.20904465	0.3517414	0.5419612	0.7457754	0.9091671	0.995275	1.0	0.9410724	0.8556166	0.75180274	0.6618358	0.5903784	0.5455742	0.5109198	0.47302398	0.42999488	0.39159158	0.34990358	0.3175751	0.2884319	0.2634222	0.2335966	0.20809875	0.18649676	0.16459025	0.14244622
L	NED	0.01603563	0.016877372	0.017826788	0.02100781	0.02405834	0.027670015	0.036156017	0.051092155	0.08374089	0.14487527	0.24648538	0.39407513	0.57643753	0.75824213	0.90629184	0.9827213	1.0	0.9756514	0.93868285	0.89345354	0.8318526	0.76670194	0.7157958	0.66673625	0.63717717	0.60701126	0.5790835	0.5327743	0.486749	0.4429487	0.39648938	0.3419944
M	TAMRA	0.015445175	0.017464006	0.018713584	0.020623583	0.022923853	0.027149133	0.033209376	0.04377258	0.06334172	0.09905026	0.15775391	0.2469014	0.3814463	0.5322544	0.69072884	0.8336304	0.93002385	1.0	0.9882885	0.9453152	0.86947405	0.77955353	0.68319756	0.61125135	0.5678615	0.54098636	0.51849407	0.4980618	0.4673929	0.43148175	0.38801682	0.33809394
M	SYBR	0.04176632	0.093592264	0.20686878	0.38521132	0.59753346	0.7807299	0.9062495	0.976157	1.0	0.98812735	0.9590496	0.90660757	0.8483873	0.75335264	0.6634571	0.5830674	0.5108225	0.46555933	0.4188267	0.38789225	0.35822535	0.32815674	0.29678726	0.27088994	0.25017536	0.23295556	0.21726352	0.20228335	0.18507603	0.16829331	0.15128998	0.13385786
M	FAM	0.046576355	0.11938295	0.2750186	0.4950172	0.7298237	0.8984769	0.9838736	1.0	0.9677636	0.9041453	0.8334628	0.7538362	0.67698485	0.583234	0.50066125	0.43151698	0.36874914	0.32896435	0.28695366	0.25849757	0.23228765	0.20886523	0.18540205	0.16627263	0.15225415	0.14062837	0.1283393	0.11785698	0.10603181	0.09550473	0.08556361	0.07366112
M	Syto9	0.04681711	0.11942611	0.2987252	0.52787197	0.7498579	0.89112264	0.9492807	0.985403	1.0	0.97552156	0.91230917	0.8273288	0.72839254	0.61468375	0.5216092	0.44866973	0.38765326	0.34978175	0.3105524	0.2821438	0.2581156	0.23195988	0.20628616	0.18357822	0.16618598	0.15346369	0.14125814	0.13126084	0.12061107	0.110319816	0.09974343	0.088787235
M	VIC	0.018345958	0.020840006	0.024727715	0.0337104	0.054833766	0.0984881	0.18310855	0.32285094	0.5201108	0.7368881	0.9127485	0.9985644	1.0	0.893444	0.7635422	0.6426092	0.5421501	0.4900561	0.44626582	0.42287588	0.40037146	0.37463847	0.3361425	0.30104998	0.27052012	0.24216305	0.21624206	0.19385235	0.17258744	0.15329178	0.1355265	0.119900435
M	ROX	0.009464634	0.011894487	0.012221504	0.013696907	0.013810989	0.015176122	0.016046913	0.017799903	0.018716326	0.020416081	0.02238202	0.02585758	0.03169075	0.0417866	0.062004957	0.100422464	0.16824538	0.28386298	0.43889055	0.6242019	0.8032163	0.94140214	0.9983497	1.0	0.96145314	0.89740247	0.8147	0.7344503	0.6563566	0.5902715	0.53578806	0.48384854
M	TET	0.019342914	0.022596527	0.030709108	0.05465356	0.11222822	0.22568639	0.4087397	0.6404721	0.85566825	0.9850907	1.0	0.9123098	0.7842033	0.63124394	0.51360977	0.433267	0.37937856	0.35363922	0.32540074	0.3020319	0.27313912	0.23956253	0.20354752	0.17434005	0.15122153	0.1343385	0.12017634	0.10937148	0.09941041	0.089374274	0.079706386	0.06862265
M	JOE	0.019465698	0.022382714	0.027125023	0.03908701	0.06523392	0.11654967	0.21035352	0.3552064	0.54418254	0.7389012	0.8977611	0.9813123	1.0	0.92489123	0.8268933	0.73005885	0.63843346	0.58542323	0.5306299	0.4950922	0.4583343	0.42078364	0.3771643	0.33903316	0.30762276	0.2810263	0.25494358	0.2312518	0.20686103	0.18394727	0.16192518	0.14051808
M	NED	0.017895926	0.01961261	0.020580892	0.02317713	0.027127432	0.031004433	0.039302375	0.05551634	0.0888431	0.15203242	0.2595777	0.41020206	0.6047619	0.77871764	0.9136218	0.9916055	1.0	0.9954594	0.938481	0.8874127	0.8298864	0.7717275	0.70902425	0.66536653	0.636669	0.60862345	0.5798758	0.5432661	0.49843565	0.4489566	0.39972067	0.34700885
N	TAMRA	0.014922717	0.015822478	0.017520854	0.018786794	0.021866195	0.025276901	0.031547304	0.043341804	0.06443727	0.10133778	0.16128322	0.2546836	0.38523212	0.53972185	0.71027464	0.8472679	0.95230937	0.9971926	1.0	0.9529824	0.87559974	0.7716744	0.68532556	0.6160512	0.5731628	0.54116565	0.51903087	0.49616036	0.46432707	0.4267465	0.38452417	0.33184305
N	SYBR	0.044782303	0.10192529	0.22574763	0.41254365	0.62150466	0.80288255	0.91963255	0.98473966	1.0	0.991904	0.95707047	0.897968	0.82449263	0.73575085	0.65968585	0.5744236	0.5096955	0.45452052	0.4183534	0.38671684	0.35805118	0.32412216	0.29614314	0.27085027	0.2516623	0.23239481	0.21669693	0.19982247	0.18235965	0.16534908	0.15025207	0.13243125
N	FAM	0.052390624	0.13338038	0.29585394	0.5232754	0.74842536	0.91470534	0.988369	1.0	0.960771	0.9039078	0.8290667	0.74281055	0.6582348	0.56813246	0.49970004	0.4250088	0.36856472	0.319394	0.2875838	0.25760853	0.23343334	0.20721154	0.18531668	0.1672636	0.15340067	0.14101535	0.12842713	0.116778396	0.10541638	0.09364414	0.08449188	0.07307693
N	Syto9	0.044561196	0.12529032	0.31717065	0.55734867	0.77329	0.9029528	0.95779514	0.9958544	1.0	0.9863411	0.9214505	0.8270239	0.7130454	0.59968024	0.51792437	0.44199255	0.38243577	0.33558276	0.30307063	0.2752374	0.25203723	0.22560422	0.20158385	0.1803712	0.16405919	0.1493834	0.13874246	0.12832603	0.11824482	0.10760098	0.097792916	0.08668394
N	VIC	0.01776657	0.019173086	0.02352403	0.032953735	0.055078562	0.10094178	0.1880895	0.33678797	0.5369363	0.7552896	0.924127	1.0	0.9775148	0.87196535	0.7564277	0.6306296	0.5395684	0.47689742	0.44530642	0.42234227	0.40022042	0.36783242	0.33415088	0.30127355	0.26981416	0.23984915	0.21409367	0.18919404	0.16811462	0.14963287	0.13397168	0.11566903
N	ROX	0.009444846	0.010523935	0.011565944	0.012615368	0.013464552	0.014691977	0.015830398	0.017228402	0.018537402	0.02007631	0.022178873	0.025905646	0.031056358	0.042203274	0.06320295	0.10220601	0.17408618	0.28835878	0.4485799	0.6366758	0.8177149	0.9374571	1.0	0.9994066	0.9615531	0.8856422	0.80277073	0.7187647	0.6401838	0.57582384	0.5249434	0.47335458
N	TET	0.017862044	0.021084428	0.031380158	0.056954086	0.11814623	0.240332	0.43013152	0.6666953	0.87804574	1.0	0.99735326	0.8940815	0.7511752	0.6066777	0.5042794	0.4239746	0.37665793	0.34490722	0.32448444	0.30037946	0.27084538	0.23368543	0.20143847	0.17243044	0.14983408	0.13166104	0.11875828	0.107532896	0.09651922	0.086541094	0.07706915	0.06692891
N	JOE	0.020140614	0.02313759	0.028499654	0.041114293	0.06917292	0.12686859	0.22696814	0.3816142	0.5765879	0.77455354	0.92705375	1.0	0.9974878	0.92284197	0.8385964	0.7316235	0.64949286	0.582569	0.540129	0.5034587	0.46816546	0.42387882	0.38349444	0.34675178	0.315299	0.2851384	0.25818104	0.23307817	0.20752905	0.18451269	0.16333525	0.1405252
N	NED	0.017056298	0.019083193	0.020721009	0.023166623	0.025282452	0.03049976	0.03864809	0.05527827	0.08931675	0.15485547	0.26174358	0.41405338	0.60105014	0.7722801	0.91969496	0.98365146	1.0	0.9704377	0.93280864	0.8797054	0.824305	0.7560946	0.7044551	0.66309834	0.6358223	0.6037255	0.57142854	0.5329324	0.48673996	0.43794256	0.3900382	0.3394807
O	TAMRA	0.015397655	0.016393324	0.0182292	0.020227928	0.022437649	0.026298156	0.032309167	0.044556968	0.066417195	0.10377502	0.16538785	0.25925064	0.39304736	0.54665005	0.7128966	0.84842193	0.95327413	0.9940039	1.0	0.9367401	0.8523157	0.7610291	0.6678216	0.6029478	0.56496817	0.536216	0.5201521	0.48871645	0.46040106	0.42030048	0.3802999	0.32465369
O	SYBR	0.045979325	0.11088625	0.23969741	0.43368667	0.636959	0.8109296	0.92547524	0.9906884	1.0	0.9912308	0.95131886	0.8910164	0.82010984	0.72943956	0.6501951	0.56793654	0.50715744	0.45343408	0.42002726	0.38304734	0.35158628	0.3225929	0.29172975	0.2680867	0.24918379	0.23173763	0.21696046	0.19748017	0.18226328	0.16383089	0.14839005	0.12860775
O	FAM	0.05313505	0.14584228	0.3152694	0.55148387	0.7676332	0.91861427	0.9880563	1.0	0.95242554	0.8954726	0.817125	0.7313335	0.6484308	0.56141216	0.48735112	0.4167331	0.3633466	0.3169397	0.28401047	0.25303277	0.22618829	0.20464025	0.1813452	0.16490614	0.15095553	0.13942519	0.12761787	0.11502652	0.104493245	0.092720024	0.08303471	0.07147025
O	Syto9	0.046349604	0.13546236	0.33104312	0.5682382	0.77885956	0.89806044	0.95072716	0.9953442	1.0	0.98130417	0.9184955	0.82234836	0.7127757	0.6003696	0.51456165	0.4393137	0.3824592	0.33790854	0.30548275	0.2759856	0.25086334	0.22659676	0.20133837	0.18122657	0.1641614	0.15117711	0.14142324	0.12960537	0.11923576	0.10880849	0.09862594	0.08733883
O	VIC	0.017483339	0.020011015	0.024812263	0.035563808	0.058383573	0.10631516	0.19862954	0.35398862	0.5565535	0.77259445	0.9337799	1.0	0.97211593	0.8631947	0.741682	0.6216943	0.5367648	0.47661462	0.44729868	0.41968662	0.39463603	0.36745724	0.3313165	0.29790813	0.26666385	0.23922697	0.21386255	0.18871276	0.16778706	0.14870147	0.13316491	0.11389844
O	ROX	0.009323896	0.010004905	0.01190782	0.012176334	0.013269828	0.01502098	0.015491845	0.017795576	0.018527167	0.020126546	0.021866025	0.025547339	0.031824235	0.043132775	0.06446956	0.105430916	0.18074982	0.29891354	0.46689552	0.6495405	0.82124656	0.951034	0.99926454	1.0	0.9587352	0.88737	0.81207055	0.7161581	0.6418626	0.57604665	0.5275086	0.46821862
O	TET	0.019361155	0.021939423	0.03219046	0.060644504	0.12474622	0.25024042	0.44659913	0.686623	0.88733524	1.0	0.98335844	0.87742877	0.73698205	0.5954288	0.49208078	0.4157702	0.37404564	0.34399912	0.3251033	0.2961426	0.26387286	0.23138942	0.19698606	0.16879742	0.14741296	0.13141249	0.11868317	0.10605721	0.09674028	0.08591362	0.07670353	0.06536329
O	JOE	0.019464498	0.022637943	0.02808293	0.041580413	0.070637606	0.13144219	0.23552243	0.39694437	0.59159964	0.78972805	0.9332439	1.0	0.99425524	0.91647476	0.825171	0.7240032	0.6455121	0.58090353	0.5419952	0.498306	0.45948043	0.4220632	0.3781647	0.34260556	0.3120392	0.2829355	0.25937754	0.23019114	0.20609312	0.18245508	0.16219722	0.13750221
O	NED	0.017228752	0.018246623	0.020383785	0.022340665	0.025229024	0.029634796	0.038329925	0.055442248	0.09188667	0.16071904	0.27040538	0.42617777	0.6149841	0.78244525	0.9177399	0.9816632	1.0	0.96873504	0.9337216	0.8685476	0.8054168	0.7496704	0.69236517	0.653791	0.6273301	0.5983338	0.57356673	0.52713513	0.48359188	0.43269822	0.3867661	0.32874352
P	TAMRA	0.010229857	0.011305088	0.011694823	0.013275878	0.0149592	0.018381136	0.024641775	0.036369767	0.057838373	0.09731773	0.16116798	0.26078543	0.39398924	0.5588528	0.7128921	0.85973674	0.948331	1.0	0.9871358	0.93444145	0.8415518	0.74732155	0.66047144	0.594866	0.5578715	0.53257185	0.5130519	0.4837334	0.45249927	0.41299784	0.37291312	0.31746286
P	SYBR	0.038223267	0.10914998	0.24560161	0.4441281	0.6503716	0.81993437	0.93135864	0.9910253	1.0	0.9903108	0.9505466	0.8916716	0.80707836	0.7283953	0.63491076	0.5638455	0.49275196	0.4470257	0.40817758	0.3762375	0.34241658	0.31244233	0.28465748	0.26042658	0.24191856	0.22567229	0.21111803	0.19271547	0.17644873	0.15891026	0.14424267	0.12446447
P	FAM	0.05182343	0.15522072	0.33639476	0.57459867	0.78823704	0.930466	0.99509215	1.0	0.9531335	0.89505243	0.81544185	0.7314415	0.63784474	0.5593005	0.47553453	0.41308627	0.35371962	0.31288022	0.27741373	0.24928255	0.22039135	0.19743265	0.17705643	0.15977693	0.14591926	0.13550618	0.124132715	0.11197277	0.100856416	0.08903299	0.08056716	0.06841478
P	Syto9	0.034913752	0.14016184	0.34458512	0.5886459	0.7913399	0.90339535	0.9581526	0.992761	1.0	0.9814034	0.91772157	0.8179205	0.69691193	0.5967162	0.49900043	0.43174744	0.36930963	0.32839665	0.29466113	0.26691326	0.24020061	0.21630155	0.19343002	0.17251335	0.15682383	0.14425609	0.13435388	0.123314224	0.11314344	0.102613576	0.093495905	0.08223051
P	VIC	0.009971722	0.011711324	0.016712451	0.026783213	0.050119527	0.100323446	0.19685152	0.356165	0.5612036	0.77800846	0.9360811	1.0	0.9539606	0.8579636	0.72099155	0.6126811	0.51877886	0.4677891	0.43296495	0.41077757	0.38311487	0.354416	0.32082656	0.28806034	0.25839674	0.23072466	0.20654236	0.1821936	0.16083698	0.1416876	0.12726751	0.10886433
P	ROX	0.00665567	0.007388378	0.007382541	0.008480142	0.00921869	0.009682834	0.010342559	0.011364267	0.011507306	0.013121596	0.01488185	0.017608337	0.023469998	0.034192048	0.05563323	0.09846889	0.17344153	0.29733625	0.46244645	0.65300304	0.8226263	0.9456132	1.0	0.9950636	0.95463043	0.88549316	0.8048399	0.7119845	0.6333367	0.5672704	0.51900804	0.46164376
