qpcr_date,Position,sample,density,comments
20180711,J13,,,
20180711,J14,,,
20180711,J15,,,
20180711,J16,,,
20180711,J17,,,
20180711,J18,,,
20180711,J19,,,
20180711,J20,,,
20180711,J21,,,
20180711,J22,,,
20180711,J23,,,
20180711,J24,,,
20180711,K1,,,
20180711,K2,,,
20180711,K3,,,
20180711,K4,,,
20180711,K5,,,
20180711,K6,,,
20180711,K7,,,
20180711,K8,,,
20180711,K9,,,
20180711,K10,,,
20180711,K11,,,
20180711,K12,,,
20180711,K13,,,
20180711,K14,,,
20180711,K15,,,
20180711,K16,,,
20180711,K17,,,
20180711,K18,,,
20180711,K19,,,
20180711,K20,,,
20180711,K21,,,
20180711,K22,,,
20180711,K23,,,
20180711,K24,,,
20180711,L1,,,
20180711,L2,,,
20180711,L3,,,
20180711,L4,,,
20180711,L5,,,
20180711,L6,,,
20180711,L7,,,
20180711,L8,,,
20180711,L9,,,
20180711,L10,,,
20180711,L11,,,
20180711,L12,,,
20180711,L13,,,
20180711,L14,,,
20180711,L15,,,
20180711,L16,,,
20180711,L17,,,
20180711,L18,,,
20180711,L19,,,
20180711,L20,,,
20180711,L21,,,
20180711,L22,,,
20180711,L23,,,
20180711,L24,,,
20180711,M1,,,
20180711,M2,,,
20180711,M3,,,
20180711,M4,,,
20180711,M5,,,
20180711,M6,,,
20180711,M7,,,
20180711,M8,,,
20180711,M9,,,
20180711,M10,,,
20180711,M11,,,
20180711,M12,,,
20180711,M13,,,
20180711,M14,,,
20180711,M15,,,
20180711,M16,,,
20180711,M17,,,
20180711,M18,,,
20180711,M19,,,
20180711,M20,,,
20180711,M21,,,
20180711,M22,,,
20180711,M23,,,
20180711,M24,,,
20180711,N1,,,
20180711,N2,,,
20180711,N3,,,
20180711,N4,,,
20180711,N5,,,
20180711,N6,,,
20180711,N7,,,
20180711,N8,,,
20180711,N9,,,
20180711,N10,,,
20180711,N11,,,
20180711,N12,,,
20180711,N13,,,
20180711,N14,,,
20180711,N15,,,
20180711,N16,,,
20180711,N17,,,
20180711,N18,,,
20180711,N19,,,
20180711,N20,,,
20180711,N21,,,
20180711,N22,,,
20180711,N23,,,
20180711,N24,,,
20180711,O1,,,
20180711,O2,,,
20180711,O3,,,
20180711,O4,,,
20180711,O5,,,
20180711,O6,,,
20180711,O7,,,
20180711,O8,,,
20180711,O9,,,
20180711,O10,,,
20180711,O11,,,
20180711,O12,,,
20180711,O13,,,
20180711,O14,,,
20180711,O15,,,
20180711,O16,,,
20180711,O17,,,
20180711,O18,,,
20180711,O19,,,
20180711,O20,,,
20180711,O21,,,
20180711,O22,,,
20180711,O23,,,
20180711,O24,,,
20180711,P1,,,
20180711,P2,,,
20180711,P3,,,
20180711,P4,,,
20180711,P5,,,
20180711,P6,,,
20180711,P7,,,
20180711,P8,,,
20180711,P9,,,
20180711,P10,,,
20180711,P11,,,
20180711,P12,,,
20180711,P13,,,
20180711,P14,,,
20180711,P15,,,
20180711,P16,,,
20180711,P17,,,
20180711,P18,,,
20180711,P19,,,
20180711,P20,,,
20180711,P21,,,
20180711,P22,,,
20180711,P23,,,
20180711,P24,,,
20180807,A1,,2.32E-01,
20180807,A2,,2.32E-01,
20180807,A3,,2.32E-01,
20180807,A4,,1.08E+00,
20180807,A5,,1.08E+00,
20180807,A6,,1.08E+00,
20180807,A7,233,,
20180807,A8,325,,
20180807,A9,467,,
20180807,A10,233,,
20180807,A11,325,,
20180807,A12,467,,
20180807,A13,233,,
20180807,A14,325,,
20180807,A15,467,,
20180807,A16,,,
20180807,A17,,,
20180807,A18,,,
20180807,A19,,,
20180807,A20,,,
20180807,A21,,,
20180807,A22,,,
20180807,A23,,,
20180807,A24,,,
20180807,B1,,2.32E-02,
20180807,B2,,2.32E-02,
20180807,B3,,2.32E-02,
20180807,B4,,1.08E-01,
20180807,B5,,1.08E-01,
20180807,B6,,1.08E-01,
20180807,B7,241,,
20180807,B8,324,,
20180807,B9,583,,
20180807,B10,241,,
20180807,B11,324,,
20180807,B12,583,,
20180807,B13,241,,
20180807,B14,324,,
20180807,B15,583,,
20180807,B16,,,
20180807,B17,,,
20180807,B18,,,
20180807,B19,,,
20180807,B20,,,
20180807,B21,,,
20180807,B22,,,
20180807,B23,,,
20180807,B24,,,
20180807,C1,,2.32E-03,
20180807,C2,,2.32E-03,
20180807,C3,,2.32E-03,
20180807,C4,,1.08E-02,
20180807,C5,,1.08E-02,
20180807,C6,,1.08E-02,
20180807,C7,242,,
20180807,C8,335,,
20180807,C9,584,,
20180807,C10,242,,
20180807,C11,335,,
20180807,C12,584,,
20180807,C13,242,,
20180807,C14,335,,
20180807,C15,584,,
20180807,C16,,,
20180807,C17,,,
20180807,C18,,,
20180807,C19,,,
20180807,C20,,,
20180807,C21,,,
20180807,C22,,,
20180807,C23,,,
20180807,C24,,,
20180807,D1,,2.32E-04,
20180807,D2,,2.32E-04,
20180807,D3,,2.32E-04,
20180807,D4,,1.80E-03,
20180807,D5,,1.80E-03,
20180807,D6,,1.80E-03,
20180807,D7,252,,
20180807,D8,344,,
20180807,D9,8,,
20180807,D10,252,,
20180807,D11,344,,
20180807,D12,8,,
20180807,D13,252,,
20180807,D14,344,,
20180807,D15,8,,
20180807,D16,,,
20180807,D17,,,
20180807,D18,,,
20180807,D19,,,
20180807,D20,,,
20180807,D21,,,
20180807,D22,,,
20180807,D23,,,
20180807,D24,,,
20180807,E1,,2.32E-05,
20180807,E2,,2.32E-05,
20180807,E3,,2.32E-05,
20180807,E4,,1.08E-04,
20180807,E5,,1.08E-04,
20180807,E6,,1.08E-04,
20180807,E7,261,,
20180807,E8,352,,
20180807,E9,264,,
20180807,E10,261,,
20180807,E11,352,,
20180807,E12,264,,
20180807,E13,261,,
20180807,E14,352,,
20180807,E15,264,,
20180807,E16,,,
20180807,E17,,,
20180807,E18,,,
20180807,E19,,,
20180807,E20,,,
20180807,E21,,,
20180807,E22,,,
20180807,E23,,,
20180807,E24,,,
20180807,F1,,2.32E-06,
20180807,F2,,2.32E-06,
20180807,F3,,2.32E-06,
20180807,F4,,1.08E-05,
20180807,F5,,1.08E-05,
20180807,F6,,1.08E-05,
20180807,F7,262,,
20180807,F8,355,,
20180807,F9,356,,
20180807,F10,262,,
20180807,F11,355,,
20180807,F12,356,,
20180807,F13,262,,
20180807,F14,355,,
20180807,F15,356,,
20180807,F16,,,
20180807,F17,,,
20180807,F18,,,
20180807,F19,,,
20180807,F20,,,
20180807,F21,,,
20180807,F22,,,
20180807,F23,,,
20180807,F24,,,
20180807,G1,,,
20180807,G2,,,
20180807,G3,,,
20180807,G4,,,
20180807,G5,,,
20180807,G6,,,
20180807,G7,271,,
20180807,G8,361,,
20180807,G9,421,,
20180807,G10,271,,
20180807,G11,361,,
20180807,G12,421,,
20180807,G13,271,,
20180807,G14,361,,
20180807,G15,421,,
20180807,G16,,,
20180807,G17,,,
20180807,G18,,,
20180807,G19,,,
20180807,G20,,,
20180807,G21,,,
20180807,G22,,,
20180807,G23,,,
20180807,G24,,,
20180807,H1,,,
20180807,H2,,,
20180807,H3,,,
20180807,H4,,,
20180807,H5,,,
20180807,H6,,,
20180807,H7,272,,
20180807,H8,458,,
20180807,H9,neg,,
20180807,H10,272,,
20180807,H11,458,,
20180807,H12,neg,,
20180807,H13,272,,
20180807,H14,458,,
20180807,H15,neg,,
20180807,H16,,,
20180807,H17,,,
20180807,H18,,,
20180807,H19,,,
20180807,H20,,,
20180807,H21,,,
20180807,H22,,,
20180807,H23,,,
20180807,H24,,,
20180807,I1,,,
20180807,I2,,,
20180807,I3,,,
20180807,I4,,,
20180807,I5,,,
20180807,I6,,,
20180807,I7,,,
20180807,I8,,,
20180807,I9,,,
20180807,I10,,,
20180807,I11,,,
20180807,I12,,,
20180807,I13,,,
20180807,I14,,,
20180807,I15,,,
20180807,I16,,,
20180807,I17,,,
20180807,I18,,,
20180807,I19,,,
20180807,I20,,,
20180807,I21,,,
20180807,I22,,,
20180807,I23,,,
20180807,I24,,,
20180807,J1,,,
20180807,J2,,,
20180807,J3,,,
20180807,J4,,,
20180807,J5,,,
20180807,J6,,,
20180807,J7,,,
20180807,J8,,,
20180807,J9,,,
20180807,J10,,,
20180807,J11,,,
20180807,J12,,,
20180807,J13,,,
20180807,J14,,,
20180807,J15,,,
20180807,J16,,,
20180807,J17,,,
20180807,J18,,,
20180807,J19,,,
20180807,J20,,,
20180807,J21,,,
20180807,J22,,,
20180807,J23,,,
20180807,J24,,,
20180807,K1,,,
20180807,K2,,,
20180807,K3,,,
20180807,K4,,,
20180807,K5,,,
20180807,K6,,,
20180807,K7,,,
20180807,K8,,,
20180807,K9,,,
20180807,K10,,,
20180807,K11,,,
20180807,K12,,,
20180807,K13,,,
20180807,K14,,,
20180807,K15,,,
20180807,K16,,,
20180807,K17,,,
20180807,K18,,,
20180807,K19,,,
20180807,K20,,,
20180807,K21,,,
20180807,K22,,,
20180807,K23,,,
20180807,K24,,,
20180807,L1,,,
20180807,L2,,,
20180807,L3,,,
20180807,L4,,,
20180807,L5,,,
20180807,L6,,,
20180807,L7,,,
20180807,L8,,,
20180807,L9,,,
20180807,L10,,,
20180807,L11,,,
20180807,L12,,,
20180807,L13,,,
20180807,L14,,,
20180807,L15,,,
20180807,L16,,,
20180807,L17,,,
20180807,L18,,,
20180807,L19,,,
20180807,L20,,,
20180807,L21,,,
20180807,L22,,,
20180807,L23,,,
20180807,L24,,,
20180807,M1,,,
20180807,M2,,,
20180807,M3,,,
20180807,M4,,,
20180807,M5,,,
20180807,M6,,,
20180807,M7,,,
20180807,M8,,,
20180807,M9,,,
20180807,M10,,,
20180807,M11,,,
20180807,M12,,,
20180807,M13,,,
20180807,M14,,,
20180807,M15,,,
20180807,M16,,,
20180807,M17,,,
20180807,M18,,,
20180807,M19,,,
20180807,M20,,,
20180807,M21,,,
20180807,M22,,,
20180807,M23,,,
20180807,M24,,,
20180807,N1,,,
20180807,N2,,,
20180807,N3,,,
20180807,N4,,,
20180807,N5,,,
20180807,N6,,,
20180807,N7,,,
20180807,N8,,,
20180807,N9,,,
20180807,N10,,,
20180807,N11,,,
20180807,N12,,,
20180807,N13,,,
20180807,N14,,,
20180807,N15,,,
20180807,N16,,,
20180807,N17,,,
20180807,N18,,,
20180807,N19,,,
20180807,N20,,,
20180807,N21,,,
20180807,N22,,,
20180807,N23,,,
20180807,N24,,,
20180807,O1,,,
20180807,O2,,,
20180807,O3,,,
20180807,O4,,,
20180807,O5,,,
20180807,O6,,,
20180807,O7,,,
20180807,O8,,,
20180807,O9,,,
20180807,O10,,,
20180807,O11,,,
20180807,O12,,,
20180807,O13,,,
20180807,O14,,,
20180807,O15,,,
20180807,O16,,,
20180807,O17,,,
20180807,O18,,,
20180807,O19,,,
20180807,O20,,,
20180807,O21,,,
20180807,O22,,,
20180807,O23,,,
20180807,O24,,,
20180807,P1,,,
20180807,P2,,,
20180807,P3,,,
20180807,P4,,,
20180807,P5,,,
20180807,P6,,,
20180807,P7,,,
20180807,P8,,,
20180807,P9,,,
20180807,P10,,,
20180807,P11,,,
20180807,P12,,,
20180807,P13,,,
20180807,P14,,,
20180807,P15,,,
20180807,P16,,,
20180807,P17,,,
20180807,P18,,,
20180807,P19,,,
20180807,P20,,,
20180807,P21,,,
20180807,P22,,,
20180807,P23,,,
20180807,P24,,,
