IMWStratum,Site,Site Type 1,Site Type 2,year,month,Date,Time,Time Fished (minutes),Equipment,Set Number,Habitat Type,Tide Stage,STURGEON,SPEARNOSE POACHER,STUR POACHER,O/U POACHER,TUBENOSE,LANCE a,LANCE pl,LANCE u,TUBESNT,MIDSHIPMAN,PACIFIC DAB,SPECKLED DAB,SUCKER,PUMPKN,BLUEGILL,BASS,O/U SUNFISH,CRAPPIE,SHAD,HERR a,HERR pl,HERR u,NANCHOV a,NANCHOV pl,SARDINE,CORALLINE SCULP,PADD SCULP,ROSYLIP SCULP,SILVERSPOTTED SC,ROUGHBACK SCULP,SHARPNOSE,CALICO SCULP,COAST SCULP,PRICKLY SCULP,SLIMY SCULP,BUFF,FW SCULP,SOFT SCULP,RED IRISH LORD,BROWN IR LORD,NORTH SCULP,STAG,GRT SCULP,SAILFIN,TIDEPOOL SCULP,O/U SCULP,TADPOLE SCULP,GRUNT SCULP,CABEZON,MANACLED SCULP,LUMP,SNAILFISH,LK CHUB,PEAMTH,O/U CHUB,LONGNOSE DACE,DACE,REDSIDE SHINER,KELP PERCH,SHINER,STRIPED,O/U PERCH,WHITE SEAPERCH,PILE PERCH,PACIFIC COD,gadid unk,TOMCOD,O/U COD,POLLOCK,STICKL,ARROW GOBY,BAY GOBY,KELP GRNLNG,ROCK GREENLING,MASK GRNLNG,O/U GREENLING,WHITESPOT GR,LINGCOD,PAINTED GRNLING,BRN BULLHEAD,DUNGI u size,DUNGI small,DUNGI legal,RED ROCK CRAB,GREEN CRAB,O/U CRAB,SHRIMP,FW MUSSEL,SHORE CRAB,DECORATOR CRAB,HERMIT CRAB,KELP CRAB,LANTERNFSH,BROTULA,SMELT j,SMELT a,SMELT pl,SMELT u,LONGFIN SMELT,EULACHON,Y PERCH,LAMP,PENPT GUNL,LONGFIN GUN,CRES GUNL,SADLBCK GUNL,RED GUNNEL,GUNNEL,ROCKWEED GUN,GUNNL/PRICK,HYBRID SOLE,BUTTER SOLE,ROCK SOLE,DOVER SOLE,ENG SOLE,STARRY,CO SOLE,SAND SOLE,O/U FLAT,O/U FLAT pl,O/U SKATE,CT adult,CT 0+,CT 1+>,PK ADULT,PK 0+,CH 0+ em,CH ADULT,CH 0+,CO ADULT ucwt,CO ADULT em,CO ADULT nem,CO 0+,CO 1+ ucwt,CO 1+ em,CO 1+ nem,RB 0+,STHD em,STHD nem,RB 1+> em,RB 1+> nem,TROUT 0+,SOCK ADULT,SOCK 0+,SOCK 1+> em,SOCK 1+> nem,CK ADULT ucwt,CK ADULT em,CK ADULT nem,NOR CK 0+ density,HOR CK 0+ density,NOR CK 0+ catch,HOR CK 0+ catch,CK 0+ ucwt,CK 0+ em,CK 0+ nem,CK 1+ ucwt,CK 1+ em,CK 1+ nem,WF,ATLANTIC ADULT,ATLANTIC 0+,ATLANTIC 1+>,DV/BT,O/U ROCKFISH,ROCKFISH,COPPER ROCKFSH,SPLITNOSE ROCKFSH,QUILLBACK ROCKFISH,DOGFISH,HIGH COCKSCOMB,SNAKE,BLK PRICKLE,POMPANO,PIPEFISH,SANDFISH,O/U FISH,O/U LARVAL FISH,O/U fish pl,Avg Surface Salinity Start (ppt),Avg Bottom Salinity Start (ppt),Avg Surface DO Start (mg/l),Avg Bottom DO Start (mg/l),Avg Surface Temp Start (C),Avg Bottom Temp Start (C),Max Water Depth (m),SetArea(ha)
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,4,4/19/17,8:44,4,beach seine large net method,1,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.86,11.44,11.23,9.2,9.3,2.8,0.0486
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,4,4/19/17,8:53,4,beach seine large net method,2,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.46,11.44,11.23,9.2,9.3,2.8,0.0486
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,5,5/17/17,7:51,4,beach seine large net method,1,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3.14,12.37,12.19,8.8,8.8,2.6,0.0486
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,5,5/17/17,8:00,4,beach seine large net method,2,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3.14,12.37,12.19,8.8,8.8,2.6,0.0486
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,6,6/21/17,12:51,4,beach seine large net method,5,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.5,0,13,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,11.72,11.69,12.9,12.8,1.9,0.0486
nearshore index,Goat Is,Whidbey Basin,Skagit Bay,2017,6,6/21/17,13:04,4,beach seine large net method,6,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,61.7,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,11.72,11.69,12.9,12.8,1.8,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,2,2/21/17,10:12,4,beach seine large net method,3,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,22.11,10.55,9.24,7.6,7.6,2.9,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,2,2/21/17,10:18,4,beach seine large net method,4,Intertidal/subtidal fringe,Flood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,22.11,10.55,9.24,7.6,7.6,2.9,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,3,3/21/17,11:51,4,beach seine large net method,9,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.3,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,19.07,11.49,10.45,8,8,4.6,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,3,3/21/17,12:00,4,beach seine large net method,10,Intertidal/subtidal fringe,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,19.07,11.49,10.45,8,8,4.6,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,4,4/17/17,11:38,4,beach seine large net method,6,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.9,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.77,24.85,9.78,9.73,9.6,9.6,4.1,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,4,4/17/17,11:46,4,beach seine large net method,7,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.77,24.85,9.78,9.73,9.6,9.6,4.1,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,5,5/17/17,12:09,4,beach seine large net method,5,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,100,0,0,0,0,0,0,0,0,2,0,0,0,0,82.3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.81,20.32,11.22,11.41,10.7,10.3,3.8,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,5,5/17/17,12:19,4,beach seine large net method,6,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19.81,20.32,11.22,11.41,10.7,10.3,3.8,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,6,6/21/17,9:22,4,beach seine large net method,1,Intertidal/subtidal fringe,Low,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,9,0,49,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,183,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,596.7,33,29,2,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83,25.95,9.07,9.02,11.7,11.7,3.7,0.0486
nearshore index,Hoypus Pt E,Whidbey Basin,Skagit Bay,2017,6,6/21/17,9:36,4,beach seine large net method,2,Intertidal/subtidal fringe,Low,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,2,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,63,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.3,102.9,11,5,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.83,25.95,9.07,9.02,11.7,11.7,3.4,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,2,2/21/17,9:28,4,beach seine large net method,1,Intertidal/subtidal fringe,Flood,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,18.76,10.6,10.27,7.1,7.4,2.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,2,2/21/17,9:37,4,beach seine large net method,2,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,18.96,10.6,10.27,7.1,7.4,2.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,3,3/21/17,10:25,4,beach seine large net method,5,Intertidal/subtidal fringe,Flood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,7,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.13,22.85,10.98,10,7.8,7.8,3.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,3,3/21/17,10:33,4,beach seine large net method,6,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.13,22.85,10.98,10,7.8,7.8,3.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,4,4/17/17,13:13,4,beach seine large net method,9,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.7,21.67,10.39,10.13,10.2,10.2,5.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,4,4/17/17,13:23,4,beach seine large net method,10,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,21.67,10.39,10.13,10.2,10.2,5.7,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,5,5/17/17,14:14,4,beach seine large net method,7,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.9,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.18,15.34,12.54,12.22,11.1,10.6,2.9,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,5,5/17/17,14:30,4,beach seine large net method,8,Intertidal/subtidal fringe,Ebb,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.18,15.34,12.54,12.22,11.1,10.6,2.8,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,6,6/21/17,11:30,4,beach seine large net method,3,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,41.2,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,25.04,25.69,9.71,9.11,12.7,11.7,3.6,0.0486
nearshore index,Lone Tree Pt,Whidbey Basin,Skagit Bay,2017,6,6/21/17,11:41,4,beach seine large net method,4,Intertidal/subtidal fringe,Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25.04,25.69,9.71,9.11,11.7,11.7,3.6,0.0486
